input_obj,log_dict,resource_dict,result_dict
"{'function_name': 'function-runtime', 'handler': 'single_thread', 'index': 2, 'input_data_key': 'input_data_key', 'invoke_t': 1676347016.199178, 'n_request': 4, 'namespace': 'faas-scaler', 'output_data_key': 'output_data_key', 'timestamp': 7}","{'COLD_START': False, 'COLD_START_FLAG': False, 'compute_t': 2.9243040084838867, 'delta_t': 42.936866998672485, 'download_pickle_t': 4.863739013671875e-05, 'download_t': 0.0024302005767822266, 'finish_t': 1676347055.1452534, 'init_t': 0.4377939701080322, 'mapping_delay': 36.0173556804657, 'response_t': 38.946075439453125, 'upload_pickle_t': 8.559226989746094e-05, 'upload_t': 0.0012722015380859375}","{'hostname': 'function-runtime-00001-deployment-86ccd49854-cljtf', 'memory': 2048, 'nodename': 'k8s06', 'vcpus': 2.0}","{'function_name': 'function-runtime', 'output_data_key': 'output_data_key'}"
"{'function_name': 'function-runtime', 'handler': 'single_thread', 'index': 3, 'input_data_key': 'input_data_key', 'invoke_t': 1676347016.199178, 'n_request': 4, 'namespace': 'faas-scaler', 'output_data_key': 'output_data_key', 'timestamp': 7}","{'COLD_START': False, 'COLD_START_FLAG': False, 'compute_t': 3.035806655883789, 'delta_t': 45.6169216632843, 'download_pickle_t': 7.152557373046875e-05, 'download_t': 0.0022382736206054688, 'finish_t': 1676347057.936317, 'init_t': 0.4377939701080322, 'mapping_delay': 38.697410345077515, 'response_t': 41.737138986587524, 'upload_pickle_t': 3.647804260253906e-05, 'upload_t': 0.0011746883392333984}","{'hostname': 'function-runtime-00001-deployment-86ccd49854-cljtf', 'memory': 2048, 'nodename': 'k8s06', 'vcpus': 2.0}","{'function_name': 'function-runtime', 'output_data_key': 'output_data_key'}"
"{'function_name': 'function-runtime', 'handler': 'single_thread', 'index': 0, 'input_data_key': 'input_data_key', 'invoke_t': 1676347017.200546, 'n_request': 4, 'namespace': 'faas-scaler', 'output_data_key': 'output_data_key', 'timestamp': 8}","{'COLD_START': False, 'COLD_START_FLAG': False, 'compute_t': 2.95196533203125, 'delta_t': 51.91925573348999, 'download_pickle_t': 3.647804260253906e-05, 'download_t': 0.0014843940734863281, 'finish_t': 1676347064.1540601, 'init_t': 0.4377939701080322, 'mapping_delay': 43.99837636947632, 'response_t': 46.953514099121094, 'upload_pickle_t': 2.956390380859375e-05, 'upload_t': 0.0013012886047363281}","{'hostname': 'function-runtime-00001-deployment-86ccd49854-cljtf', 'memory': 2048, 'nodename': 'k8s06', 'vcpus': 2.0}","{'function_name': 'function-runtime', 'output_data_key': 'output_data_key'}"
"{'function_name': 'function-runtime', 'handler': 'single_thread', 'index': 1, 'input_data_key': 'input_data_key', 'invoke_t': 1676347017.200546, 'n_request': 4, 'namespace': 'faas-scaler', 'output_data_key': 'output_data_key', 'timestamp': 8}","{'COLD_START': False, 'COLD_START_FLAG': False, 'compute_t': 3.047106981277466, 'delta_t': 48.70531988143921, 'download_pickle_t': 6.866455078125e-05, 'download_t': 0.002193927764892578, 'finish_t': 1676347061.0364408, 'init_t': 0.4377939701080322, 'mapping_delay': 40.78444051742554, 'response_t': 43.83589482307434, 'upload_pickle_t': 4.267692565917969e-05, 'upload_t': 0.0014488697052001953}","{'hostname': 'function-runtime-00001-deployment-86ccd49854-cljtf', 'memory': 2048, 'nodename': 'k8s06', 'vcpus': 2.0}","{'function_name': 'function-runtime', 'output_data_key': 'output_data_key'}"
"{'function_name': 'function-runtime', 'handler': 'single_thread', 'index': 2, 'input_data_key': 'input_data_key', 'invoke_t': 1676347017.200546, 'n_request': 4, 'namespace': 'faas-scaler', 'output_data_key': 'output_data_key', 'timestamp': 8}","{'COLD_START': False, 'COLD_START_FLAG': False, 'compute_t': 2.766540288925171, 'delta_t': 49.04450559616089, 'download_pickle_t': 7.152557373046875e-05, 'download_t': 0.0019829273223876953, 'finish_t': 1676347061.0941622, 'init_t': 0.4377939701080322, 'mapping_delay': 41.12362623214722, 'response_t': 43.89361619949341, 'upload_pickle_t': 2.9325485229492188e-05, 'upload_t': 0.00091552734375}","{'hostname': 'function-runtime-00001-deployment-86ccd49854-cljtf', 'memory': 2048, 'nodename': 'k8s06', 'vcpus': 2.0}","{'function_name': 'function-runtime', 'output_data_key': 'output_data_key'}"
"{'function_name': 'function-runtime', 'handler': 'single_thread', 'index': 3, 'input_data_key': 'input_data_key', 'invoke_t': 1676347017.200546, 'n_request': 4, 'namespace': 'faas-scaler', 'output_data_key': 'output_data_key', 'timestamp': 8}","{'COLD_START': False, 'COLD_START_FLAG': False, 'compute_t': 3.0850868225097656, 'delta_t': 51.804697036743164, 'download_pickle_t': 8.20159912109375e-05, 'download_t': 0.0021915435791015625, 'finish_t': 1676347064.1731496, 'init_t': 0.4377939701080322, 'mapping_delay': 43.88381767272949, 'response_t': 46.97260355949402, 'upload_pickle_t': 2.7179718017578125e-05, 'upload_t': 0.0009095668792724609}","{'hostname': 'function-runtime-00001-deployment-86ccd49854-cljtf', 'memory': 2048, 'nodename': 'k8s06', 'vcpus': 2.0}","{'function_name': 'function-runtime', 'output_data_key': 'output_data_key'}"
"{'function_name': 'function-runtime', 'handler': 'single_thread', 'index': 0, 'input_data_key': 'input_data_key', 'invoke_t': 1676347018.2008038, 'n_request': 4, 'namespace': 'faas-scaler', 'output_data_key': 'output_data_key', 'timestamp': 9}","{'COLD_START': False, 'COLD_START_FLAG': False, 'compute_t': 2.9654700756073, 'delta_t': 57.91438627243042, 'download_pickle_t': 7.367134094238281e-05, 'download_t': 0.002147674560546875, 'finish_t': 1676347070.1632166, 'init_t': 0.4377939701080322, 'mapping_delay': 48.99324917793274, 'response_t': 51.96241283416748, 'upload_pickle_t': 3.314018249511719e-05, 'upload_t': 0.0010409355163574219}","{'hostname': 'function-runtime-00001-deployment-86ccd49854-cljtf', 'memory': 2048, 'nodename': 'k8s06', 'vcpus': 2.0}","{'function_name': 'function-runtime', 'output_data_key': 'output_data_key'}"
"{'function_name': 'function-runtime', 'handler': 'single_thread', 'index': 1, 'input_data_key': 'input_data_key', 'invoke_t': 1676347018.2008038, 'n_request': 4, 'namespace': 'faas-scaler', 'output_data_key': 'output_data_key', 'timestamp': 9}","{'COLD_START': False, 'COLD_START_FLAG': False, 'compute_t': 2.9575674533843994, 'delta_t': 54.9400315284729, 'download_pickle_t': 5.459785461425781e-05, 'download_t': 0.0021202564239501953, 'finish_t': 1676347067.1812093, 'init_t': 0.4377939701080322, 'mapping_delay': 46.01889443397522, 'response_t': 48.98040556907654, 'upload_pickle_t': 1.9311904907226562e-05, 'upload_t': 0.001251220703125}","{'hostname': 'function-runtime-00001-deployment-86ccd49854-cljtf', 'memory': 2048, 'nodename': 'k8s06', 'vcpus': 2.0}","{'function_name': 'function-runtime', 'output_data_key': 'output_data_key'}"
"{'function_name': 'function-runtime', 'handler': 'single_thread', 'index': 2, 'input_data_key': 'input_data_key', 'invoke_t': 1676347018.2008038, 'n_request': 4, 'namespace': 'faas-scaler', 'output_data_key': 'output_data_key', 'timestamp': 9}","{'COLD_START': False, 'COLD_START_FLAG': False, 'compute_t': 2.8885107040405273, 'delta_t': 58.00885272026062, 'download_pickle_t': 6.437301635742188e-05, 'download_t': 0.00847005844116211, 'finish_t': 1676347070.1868076, 'init_t': 0.4377939701080322, 'mapping_delay': 49.08771562576294, 'response_t': 51.98600387573242, 'upload_pickle_t': 2.9325485229492188e-05, 'upload_t': 0.0009059906005859375}","{'hostname': 'function-runtime-00001-deployment-86ccd49854-cljtf', 'memory': 2048, 'nodename': 'k8s06', 'vcpus': 2.0}","{'function_name': 'function-runtime', 'output_data_key': 'output_data_key'}"
"{'function_name': 'function-runtime', 'handler': 'single_thread', 'index': 3, 'input_data_key': 'input_data_key', 'invoke_t': 1676347018.2008038, 'n_request': 4, 'namespace': 'faas-scaler', 'output_data_key': 'output_data_key', 'timestamp': 9}","{'COLD_START': False, 'COLD_START_FLAG': False, 'compute_t': 2.9393932819366455, 'delta_t': 54.925397872924805, 'download_pickle_t': 6.222724914550781e-05, 'download_t': 0.002511739730834961, 'finish_t': 1676347067.1489296, 'init_t': 0.4377939701080322, 'mapping_delay': 46.004260778427124, 'response_t': 48.9481258392334, 'upload_pickle_t': 3.600120544433594e-05, 'upload_t': 0.0013272762298583984}","{'hostname': 'function-runtime-00001-deployment-86ccd49854-cljtf', 'memory': 2048, 'nodename': 'k8s06', 'vcpus': 2.0}","{'function_name': 'function-runtime', 'output_data_key': 'output_data_key'}"
